X,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,BQ2_quality
2486,8,0.28,0.32,7.6,0.045,61,204,0.99543,3.1,0.55,10.1,"[3,6]"
1747,7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,"[3,6]"
2910,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,"[3,6]"
3018,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,"[3,6]"
1368,7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9,"[3,6]"
649,6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,"[3,6]"
45,6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,"[3,6]"
4545,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,"[3,6]"
4313,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,"[3,6]"
4384,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,"[3,6]"
1160,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,"[3,6]"
1280,6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,"[3,6]"
2033,6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,"[3,6]"
2819,6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3,"[3,6]"
1084,7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,"[3,6]"
1742,7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,"[3,6]"
1930,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,"[3,6]"
1664,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,"[3,6]"
4621,6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,"[3,6]"
1317,7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,"[3,6]"
456,6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,"[3,6]"
4497,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,"[3,6]"
4849,7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,"[3,6]"
250,6.1,0.41,0.14,10.4,0.037,18,119,0.996,3.38,0.45,10,"[3,6]"
2536,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,"[3,6]"
3555,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,"[3,6]"
1426,6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,"[3,6]"
4447,4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,"[3,6]"
3789,6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,"[3,6]"
4762,6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,"[3,6]"
338,5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,"[3,6]"
2906,7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,"[3,6]"
1270,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,"[3,6]"
2145,8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,"[3,6]"
819,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,"[3,6]"
3523,6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,"[3,6]"
3968,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,"[3,6]"
1176,6.4,0.25,0.41,8.6,0.042,57,173,0.9965,3,0.44,9.1,"[3,6]"
4016,6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,"[3,6]"
4186,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,"[3,6]"
2046,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,"[3,6]"
659,6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,"[3,6]"
953,6.5,0.17,0.33,1.4,0.028,14,99,0.9928,3.23,0.55,10.1,"[3,6]"
2103,6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,"[3,6]"
4279,5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,"[3,6]"
3819,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,"[3,6]"
2267,9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,"[3,6]"
919,7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,"[3,6]"
2571,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,"[3,6]"
2547,6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,"[3,6]"
3733,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,"[3,6]"
4107,5.3,0.23,0.56,0.9,0.041,46,141,0.99119,3.16,0.62,9.7,"[3,6]"
3669,6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,"[3,6]"
4198,6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,"[3,6]"
857,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,"[3,6]"
420,7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,"[3,6]"
3032,5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,"[3,6]"
1622,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,"[3,6]"
3766,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,"[3,6]"
270,5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,"[3,6]"
4894,6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2,"[3,6]"
2322,4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,"[3,6]"
1325,6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,"[3,6]"
2713,6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,"[3,6]"
1577,6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,"[3,6]"
677,5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,"[3,6]"
2286,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,"[3,6]"
440,6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,"[3,6]"
424,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,"[3,6]"
4468,6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,"[3,6]"
3182,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,"[3,6]"
1236,7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,"[3,6]"
1966,6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,"[3,6]"
2998,6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,"[3,6]"
1852,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,"[3,6]"
4874,5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9,"[3,6]"
2683,7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,"[3,6]"
4589,6.4,0.3,0.33,5.2,0.05,30,137,0.99304,3.26,0.58,11.1,"[3,6]"
3901,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,"[3,6]"
2004,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,"[3,6]"
478,7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,"[3,6]"
4490,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,"[3,6]"
1999,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,"[3,6]"
4399,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,"[3,6]"
2591,6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,"[3,6]"
3839,6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,"[3,6]"
1852,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,"[3,6]"
3932,6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,"[3,6]"
1441,7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,"[3,6]"
1950,6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,"[3,6]"
1027,6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,"[3,6]"
1175,7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,"[3,6]"
332,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,"[3,6]"
1451,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,"[3,6]"
3761,7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,"[3,6]"
4423,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,"[3,6]"
100,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,"[3,6]"
194,6.6,0.15,0.34,5.1,0.055,34,125,0.9942,3.36,0.42,9.6,"[3,6]"
4689,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,"[3,6]"
857,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,"[3,6]"
2101,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,"[3,6]"
3850,8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,"[3,6]"
1325,6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,"[3,6]"
1756,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,"[3,6]"
547,6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,"[3,6]"
2983,7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,"[3,6]"
4487,6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,"[3,6]"
3895,5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,"[3,6]"
3715,8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,"[3,6]"
4566,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,"[3,6]"
3329,6.4,0.24,0.29,1,0.038,18,122,0.9906,3.3,0.42,11.5,"[3,6]"
1516,7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,"[3,6]"
3467,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,"[3,6]"
3149,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,"[3,6]"
4539,7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,"[3,6]"
3868,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,"[3,6]"
942,6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,"[3,6]"
2486,8,0.28,0.32,7.6,0.045,61,204,0.99543,3.1,0.55,10.1,"[3,6]"
4538,8.3,0.18,0.37,1.2,0.049,6,94,0.9937,3.18,0.52,10.1,"[3,6]"
2044,7.4,0.18,0.34,2.7,0.03,30,107,0.992,2.97,0.53,11,"[3,6]"
1576,6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,"[3,6]"
1210,8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,"[3,6]"
1240,10.3,0.25,0.48,2.2,0.042,28,164,0.998,3.19,0.59,9.7,"[3,6]"
2644,8.1,0.33,0.22,5.2,0.047,24,151,0.99527,3.22,0.47,10.3,"[3,6]"
524,5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,"[3,6]"
4853,6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,"[3,6]"
4201,8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,"[3,6]"
4061,6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,"[3,6]"
76,7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,"[3,6]"
2026,7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9,"[3,6]"
3127,7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,"(6,9]"
492,7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,"(6,9]"
78,7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,"(6,9]"
3230,6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11,"(6,9]"
1379,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,"(6,9]"
2994,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"(6,9]"
4044,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"(6,9]"
2475,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,"(6,9]"
3026,5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,"(6,9]"
3188,6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,"(6,9]"
1683,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,"(6,9]"
846,7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,"(6,9]"
1863,7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,"(6,9]"
3569,7.8,0.15,0.34,1.1,0.035,31,93,0.99096,3.07,0.72,11.3,"(6,9]"
3200,6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12,"(6,9]"
3595,6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,"(6,9]"
1433,6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,"(6,9]"
725,7.8,0.3,0.4,1.8,0.028,23,122,0.9914,3.14,0.39,10.9,"(6,9]"
2701,6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,"(6,9]"
2225,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,"(6,9]"
789,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,"(6,9]"
3310,6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,"(6,9]"
3101,6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,"(6,9]"
578,7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,"(6,9]"
828,7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5,"(6,9]"
2740,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,"(6,9]"
3619,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,"(6,9]"
510,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,"(6,9]"
3622,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,"(6,9]"
842,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,"(6,9]"
3313,5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,"(6,9]"
3594,5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,"(6,9]"
1677,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,"(6,9]"
1555,7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,"(6,9]"
4786,6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,"(6,9]"
3242,5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,"(6,9]"
553,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,"(6,9]"
3300,6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,"(6,9]"
4824,6.5,0.28,0.34,4.6,0.054,22,130,0.99193,3.2,0.46,12,"(6,9]"
3786,5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,"(6,9]"
2627,8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,"(6,9]"
1138,6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,"(6,9]"
3486,7.5,0.21,0.32,4.8,0.056,39,113,0.99393,3.11,0.52,10.2,"(6,9]"
2595,5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,"(6,9]"
1123,6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,"(6,9]"
1111,7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,"(6,9]"
1790,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,"(6,9]"
2794,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,"(6,9]"
3220,6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8,"(6,9]"
3964,6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,"(6,9]"
617,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,"(6,9]"
1983,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,"(6,9]"
651,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,"(6,9]"
1348,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,"(6,9]"
4140,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,"(6,9]"
243,7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,"(6,9]"
2301,7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,"(6,9]"
3741,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,"(6,9]"
3084,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,"(6,9]"
1429,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,"(6,9]"
4459,6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,"(6,9]"
2317,7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,"(6,9]"
3844,7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,"(6,9]"
2169,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,"(6,9]"
4796,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,"(6,9]"
833,7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,"(6,9]"
1073,8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,"(6,9]"
1200,7.4,0.25,0.37,6.9,0.02,14,93,0.9939,3,0.48,10.7,"(6,9]"
3163,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,"(6,9]"
4323,7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5,"(6,9]"
3370,7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,"(6,9]"
3539,6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,"(6,9]"
2964,7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,"(6,9]"
4841,6.8,0.34,0.36,8.9,0.029,44,128,0.99318,3.28,0.35,11.95,"(6,9]"
3206,6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,"(6,9]"
2527,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,"(6,9]"
2478,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,"(6,9]"
1271,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,"(6,9]"
2874,5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,"(6,9]"
352,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,"(6,9]"
3668,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,"(6,9]"
3119,5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9,"(6,9]"
3358,6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3,"(6,9]"
4184,6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,"(6,9]"
212,6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,"(6,9]"
2775,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,"(6,9]"
572,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,"(6,9]"
589,6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,"(6,9]"
2771,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,"(6,9]"
4668,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,"(6,9]"
943,5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10,"(6,9]"
876,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,"(6,9]"
3001,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,"(6,9]"
1128,6.4,0.125,0.29,5.85,0.042,24,99,0.992,3.23,0.32,12,"(6,9]"
158,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,"(6,9]"
1389,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,"(6,9]"
282,6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,"(6,9]"
1870,8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,"(6,9]"
3500,6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1,"(6,9]"
3998,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,"(6,9]"
2992,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,"(6,9]"
2814,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,"(6,9]"
386,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,"(6,9]"
2604,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,"(6,9]"
4887,6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15,"(6,9]"
970,5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4,"(6,9]"
2810,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,"(6,9]"
3253,7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6,"(6,9]"
4573,5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,"(6,9]"
775,9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,"(6,9]"
1684,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,"(6,9]"
2208,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,"(6,9]"
3780,6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,"(6,9]"
248,5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,"(6,9]"
341,7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,"(6,9]"
1407,8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,"(6,9]"
2017,6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,"(6,9]"
1563,7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,"(6,9]"
4764,5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75,"(6,9]"
46,7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,"(6,9]"
3490,6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,"(6,9]"
3185,6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,"(6,9]"
3197,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,"(6,9]"
1268,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,"(6,9]"
1194,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,"(6,9]"
1506,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,"(6,9]"
2519,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,"(6,9]"
1985,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,"(6,9]"
2902,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,"(6,9]"
2894,6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,"(6,9]"
294,6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,"(6,9]"
3459,5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,"(6,9]"
1869,7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,"(6,9]"
477,7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,"(6,9]"
1087,5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,"(6,9]"
1722,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,"(6,9]"
1130,7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8,"(6,9]"
474,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,"(6,9]"
4176,6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,"(6,9]"
4768,6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,"(6,9]"
3474,6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,"(6,9]"
3647,7.2,0.33,0.22,4.5,0.031,10,73,0.99076,2.97,0.52,12.2,"(6,9]"
